000031.wav|wu2 ya4 jun1 #2 yu3 zhang4 fu1 #1 cai4 kui2 #4. 
000032.wav|ya4 #1 xiao1 suan1 yan2 #2 wei4 wei1 xian2 #3, yi4 rong2 yu2 shui3 #4. 
000033.wav|yuan4 qiang2 #2 bei4 #1 shi2 mian2 wa3 #2 zhe1 yan3 shang4 le #4. 
000034.wav|cheng2 yin1 #2 tiao1 xuan3 #1 wo3 yan3 #2 zhao4 yu4 min3 #4. 
000035.wav|yin2 chi1 #1 mao3 liang2 #3, wu2 yi4 yu2 #2 yin3 zhen4 #1 zhi3 ke3 #4. 
000036.wav|lv2 zi #2 yue4 pao3 #1 yue4 kuai4 #3, yue4 pao3 #1 yue4 feng1 kuang2 #4. 
000037.wav|ye2 yu2 de2 #1 sun1 yao2 #2 cha4 dian3 #2 bei4 guo4 #1 qi4 er2 #4. 
000038.wav|guang1 gun4 jie2 #1 ying2 xiao1 #2 ying4 yun4 #1 er2 sheng1 #4. 
000039.wav|gao1 ya1 #2 tie3 ta3 xia4 de #2 di1 ai3 #1 peng2 wu1 #4. 
000040.wav|dian4 ying3 #1 hai3 bao4 #3“ pin2 min2 ku1 #2 bai3 wan4 #1 fu4 weng1 #4”. 
000041.wav|diao1 wei2 lie4 #2 yi3 bei4 #1 ling4 an4 #1 chu3 li3 #4. 
000042.wav|yun2 wu4 #2 you3 shi2 #1 wan3 ru2 #1 yu4 dai4 #2 ping2 wo4 #2 feng1 luan2 #1 shan1 jian4 #3, you3 shi2 #2 chui1 yan1 #1 niao3 rao4 #2, bo2 wu4 #1 qing1 xuan2 #4. 
000043.wav|zui3 ba1 #1 zhou1 wei2 #2 lve4 wei1 #1 zhong3 qi3 #4. 
000044.wav|huan1 sheng1 #1 xiao4 yu3 #2 sa3 man3 #1 cun1 zhuang1 #4. 
000045.wav|sha1 chang3 #2 jing4 yun3 ming4 #3, zhuang4 zhi4 #1 ye3 #1 wu2 wei2 #4. 
000046.wav|you2 zha2 #1 dou4 fu #1 pen1 pen4 xiang1 #3, san3 zi #1 ma2 hua1 #2 beng1 beng1 cui4 #3, zi3 mei4 #1 tuan2 zi #2 shu4 er4 jiang1 #4. 
000047.wav|ben3 shan1 #1 ye3 zhen1 #2 tai4 #1 kou1 men2 er2 le #4. 
000048.wav|lin4 dong1 ying1 de #2 zhu4 yuan4 #1 bing4 an4 #4. 
000049.wav|quan3 #2 bi4 xu1 #1 shuan1 yang3 #2 huo4 #1 quan1 yang3 #4. 
000050.wav|he4 li4 #2 he2 #1 yin4 du4 #1 da4 heng1 #2 a1 lang2 #1 nai4 er3 #2 yi3 jing1 #2 fen1 ju1 #1 shu4 yue4 #4. 
000051.wav|nan2 xiong1 #1 nan2 di4 #2 yao4 #1 hao3 hao3 #2 qie1 cuo1 #1 qie1 cuo1 #4. 
000052.wav|xiao3 jun1 #2 da4 tui3 #1 nei4 ce4 #1 yu1 qing1 #4. 
000053.wav|yi3 ji2 #2“ ci2 xiong2 #1 kong3 zi niao3 #2” fu4 yuan2 tu2 #4. 
000054.wav|yu3 #1 nv3 yan3 yuan2 #1 pai1 wen3 xi4 #3, chen2 xiao3 chun1 #2 bu4 pa4 #1 ying1 cai3 er2 #1 chi1 cu4 #4. 
000055.wav|fang3 #1 zhen1 zhi1 #2、 cu1 hua1 ni2 #1 deng3 #2 yin4 hua1 #1 mian4 liao4 de #2 qiao3 miao4 #1 yun4 yong4 #4. 
000056.wav|yu3 #1 yue1 se4 fu1 #2 tie1 mian4 #1 lou3 bao4 #4. 
000057.wav|nu3 er3 #2 bie2 er3 de2 #1 ye2 wa2 #2 qing3 #1 zhou1 yong3 kang1 #2 zhuan3 da2 #1 dui4 #1 wu2 bang1 guo2 #1 wei3 yuan2 zhang3 de #1 qin1 qie4 #1 wen4 hou4 #4. 
000058.wav|jin1 you3 zhuang1 #2 man2 er2 #1 xia4 zhou1 #1 juan1 shen4 #4. 
000059.wav|wo3 wo3 #1 wo3 wo3 #1 wo3 wo3 #1 he2 #1 pang4 zi #1 yi4 qi3 #4. 
000060.wav|sao3 sao3 #2 gei3 zuo4 de #1 you2 mian4 #1 wo1 wo1 #3、 he2 #1 yang2 rou4 #1 dun4 shan1 yao4 #4. 
000061.wav|man4 sa4 #1 ni2 yue1 #1 gang3 kou3 #2 bei4 #1 guan1 bi4 #4. 
000062.wav|liao4 bi4 er2 #2 ma3 ya3 shu1 #2 he2 #1 lao3 gong1 #2 shai4 en1 ai4 #4. 
000063.wav|wa4 zi tan1 #1 xiao3 lao3 ban3 #2 chen2 yong3 quan2 #4. 
000064.wav|he2 ji4 #1 chou2 zi1 #2 yi4 dian3 #1 yi1 er4 jiu3 #2 yi1 wu3 #1 wu3 yi4 yuan2 #4. 
000065.wav|niao3 er2 #1 zha1 zha1 #3, zou4 qi3 #1 chen2 qu1 #4. 
000066.wav|ti3 qiang2 zhuang4 er2 #2 hou4 #1 xue2 wen4 #3 dao4 de2 #1 zhi1 #1 jin4 xiu1 yong3 #2 er2 #1 shou1 xiao4 yuan3 #4. 
000067.wav|wang3 gou4 #2 huo4 #1 wang3 sou1 #1 gu3 min2 #1 xin4 xi1 #3, yi3 #1 gao1 hui2 bao4 #1 wei4 er3 #2“ qing3 jun1 #1 ru4 weng4 #4”. 
000068.wav|tu2 wei4 #2 kai3 mu3 bo2 yi1 #2“ xie2 xian4 #1” chong1 ci4 #4. 
000069.wav|ji2 jiang1 #2 diao4 yu2 tai2 #3、 huang2 wei3 yu3 #3、 chi4 yu3 #1 san1 dao3 #3 shang3 gei3 #2 sheng4 xuan1 #1 huai2 wei4 #1 chan3 ye4 #3, gong1 #1 cai3 yao4 #1 zhi1 yong4 #4. 
000070.wav|yong4 bu4 yong4 #2 wo3 #1 ti4 ni3 #1 wu3 zhe zui3 #4. 
000071.wav|er4 jing4 jia1 #2 zhu4 #1 bei3 wu3 #1 huan2 wai4 #3, shang4 ban1 #2 yao4 qu4 #1 ya4 yun4 cun1 #2 hua2 tang2 #1 shang1 chang3 #4. 
000072.wav|you3 guan1 #2 neng2 fou3 #1 gai3 kong4 #1“ chuan4 mou2 #4”. 
000073.wav|bu4 lv3 ni2 #3 ye3 yu3 #1 qian2 fu1 #1 zhe2 xue2 jia1 #2 la1 fei3 er3 #2 yu4 you3 #1 yi1 zi #4. 
000074.wav|you4 you3 #1 shei2 ken3 #2 she3 shi1 #1 gei3 ta1 ne #4? 
000075.wav|qie4 zei2 #1 lu4 tui3 #2 zi4 cheng1 #2 huan4 #1“ ma2 feng1 bing4 #4”. 
000076.wav|lao3 zu3 mu3 #2 yi3 #1 mou2 sha1 zui4 #1 bei4 #1 shou1 ya1 #4. 
000077.wav|ai3 cuo2 qiong2 #3, bie2 xia1 kua1 #4. 
000078.wav|yu2 #1 zai4 shui3 li3 #2 da3 xuan2 de #2 wang3 wai4 #1 luan4 beng4 #4. 
000079.wav|zhuo2 wen2 jun1 shuo1 #3： wan3 ru2 #1 shan1 shang4 xue3 #3, jiao3 ruo4 #2 yun2 jian1 yue4 #4. 
000080.wav|yi1 lei4 miao2 #2 ke3 wei4 #2 ming4 yun4 #1 duo1 chuan3 #4. 
000081.wav|mou3 #1 xiao3 song3 #2 kuai4 kuai4 #1 kan4 kan4 #4. 
000082.wav|tie3 sha1 zhang3 #1 ai4 hao4 zhe3 #1 zhang1 hui1 #2 biao3 yan3 #1 pi1 zhuan1 #4. 
000083.wav|er2 #1 lv3 ye4 xin1 #3 ye3 bei4 #1 yi1 gen1 #1 lin3 zi #1 ya1 zhe #4. 
000084.wav|zhun1 zhun1 #1 ding1 ning2 #3, wu4 wang4 #1 tian1 shan1 #2 bu3 yu4 qing2 #4. 
000085.wav|xian4 zai4 shi4 #2 dao4 er2 #2 yue4 zou3 #1 yue4 kuan1 #3, ren2 qi4 #2 yue4 gao3 #1 yue4 wang4 #4. 
000086.wav|wu2 yong1 #1 hui4 yan2 #3, ren2 you3 #1 ji4 xing4 #3, yi4 you3 #1 wang4 xing4 #4. 
000087.wav|can1 hou4 #3, yi1 xing2 ren2 #2 you4 pei2 #1 wang1 xiao3 fei1 #3 dao4 #1 ling4 yi1 zhen3 suo3 #2 kan4 #1 er3 bi2 hou2 ke1 #4. 
000088.wav|gan4 ma a ni3 #2 you4 lai2 #1 gou1 da1 shei2 #4. 
000089.wav|yue1 wan3 ka3 #2 yu3 #1 tie3 tuo1 #2 mei2 you3 #1 hai2 zi #4. 
000090.wav|shou4 sun3 #2 song4 dai4 #1 ge1 yao2 #2 qing1 you4 #1 kui2 ban4 #1 kou3 pan2 #2 zheng4 mian4 #1 sun3 hui3 hou4 #4. 
000091.wav|ye3 #1 huan1 ying2 #2 wei4 sheng1 mian2 #1 chang3 shang1 #3 zhao3 wo3 #1 dai4 yan2 #4. 
000092.wav|lou2 yi3 #1 wang3 huan2 #2 kong1 #1 long3 mu3 #3, qi2 lin2 #1 mai2 mo4 #2 ji3 chun1 qiu1 #4. 
000093.wav|ru2 #1 hu4 fa1 #2 he2 #1 hu4 yan3 #2 yao4 #1 dai4 shang4 #2 gui1 jiao1 #1 yong3 mao4 #3 he2 #1 zhai1 chu2 #1 yin3 xing2 #1 yan3 jing4 #4. 
000094.wav|ma3 jun4 wei3 #2 yu3 #1 yang2 yi2 deng3 #2 gong4 du4 #1 sheng1 ri4 #4. 
000095.wav|sheng3 ji2 #1 wen2 bao3 #1 dan1 wei4 #3 man3 yuan4 er2 #2 liu1 da2 ji1 #4. 
000096.wav|tu2 wei4 #2 zhong1 shan1 #1 zhan1 yuan2 #2 guang3 yao1 #2 qian1 yu2 #1 you2 ke4 #3 pin3 chang2 #2 chong2 yang2 #1 yi4 shou4 #2 qian1 sou3 yan4 #4. 
000097.wav|xiao3 wen2 jie2 #2 quan2 shen1 #1 ku1 shou4 #1 ru2 chai2 #4. 
000098.wav|qin2 mou3 #2 yong4 #1 lian3 pen2 #1 yao3 shui3 #2 jiang1 huo3 #1 pu1 mie4 #4. 
000099.wav|an1 quan2 tao4 #2 zuo4 cheng2 #1 wu1 du2 #1 wa2 wa2 #1 yang4 zi #4. 
000100.wav|di4 san1 #2 shi4 #1 kao3 ya1 #2 que1 jin1 #1 duan3 liang3 #4. 
000101.wav|chuan2 #1 ma3 yi1 li2 #2 huai2 shang4 #1 er4 tai1 #4. 
000102.wav|feng1 zheng1 #1 yao4 xian4 #3, ben1 ma3 #1 yao4 jiang1 #3, hang2 chuan2 #1 yao4 duo4 #4. 
000103.wav|jia3 yuan4 yuan4 #2 tuo1 #1 gao1 yue4 #1 shang4 lou2 #4. 
000104.wav|hei1 pao2 niao3 #1“ xiao3 hei1 #2” shi4 #1 lin2 ba1 ge1 #4. 
000105.wav|ta1 #1 yue4 en4 #3, wo3 #1 yue4 huang1 #3, fa1 dong4 #1 yue4 man4 #4. 
000106.wav|mao3 tu4 #2 kai1 xin1 sui4 #3, liang3 an4 #2 gong4 ying2 chun1 #4. 
000107.wav|wu3 yue4 #1 tian1 ma3 sha1 #3 ti4 #1 ju2 wa2 wa2 #3 huan4 zhuang1 #1 bi3 ji1 ni2 #4. 
000108.wav|po1 tu3 #2 yan2 xing4 #1 wei4 #1 po1 po1 #3, can2 ji1 tu3 #2 shu3 #1 tu3 zhi4 #1 bian1 po1 #4. 
000109.wav|mo4 xi1 ge1 #2 yi1 wu3 #1 er4 yi1 nian2 #3 lun2 wei4 #2 xi1 ban1 ya2 #2 zhi2 min2 di4 #4. 
000110.wav|wa2 ha1 ha1 #1 qi3 ye4 #2 yan2 jiu1 yuan4 #1 fu4 yuan4 zhang3 #2 li3 yan2 jun4 #3 suan4 shi4 #2“ ku3 zhu3 #1” zhi1 yi1 #4. 
000111.wav|zhou1 yun4 #3 ze2 huo4 #2 lao3 wai4 #1 lou3 yao1 #3, xing1 fen4 #1 da4 xiao4 #4. 
000112.wav|wo3 #1 yao4 yong4 #1 gu3 ge1 #3 fa1 song4 #1 yi1 feng1 #1 you2 jian4 #4. 
000113.wav|di2 wo4 er3 fu1 #3 ze2 #1 tun1 le #1 yi1 kou3 shui3 #4. 
000114.wav|xian1 shi1 de #2 yan2 jiu1 #1 ling3 yu4 #2 hao4 han4 #1 wu2 ya2 yi3 #4. 
000115.wav|yin1 #2 gan1 die1 #1 er2 hong2 de #1 mo2 te4 #1 zhou1 rui3 #4. 
000116.wav|wan2 ka1 #2 yong4 lai2 #1 pian4 #1 mei3 mei2 #4. 
000117.wav|wu3 jie4 #1 song1 san3 #1 xia2 ai4 #3, yao4 #1 tuan2 jie2 #1 he2 zuo4 #4. 
000118.wav|xi1 wang4 #2 kan4 yi1 yan3 #2 ge2 er3 mu4 de #1 shu4 ye4 #4. 
000119.wav|bing3 zhe2 #2 ye3 #1 hui2 wen3 #1 da4 mang3 she2 #4. 
000120.wav|cheng2 men2 #1 ding3 duan1 #2 you3 #1 tao2 se4 de #1 tao2 wa3 #3, wu1 ding3 #2 yi3 #1 long2 feng4 #2 deng3 #1 rui4 shou4 #1 zhuang1 shi4 #4. 
000121.wav|xue2 sheng1 #2 ta4 shang4 #1 lan2 gan1 #2 xi4 nong4 #1 e4 yu2 #4. 
000122.wav|ni3 kan4 #2 liang2 chao2 wei3 yan3 #1“ se4 jie4 #3”, liu2 jia1 ling2 #2 ye3 de2 #2 yao3 ya2 #1 ren3 zhu4 ya #4. 
000123.wav|zhe4 yao4 #1 wen4 wen4 #2 huo3 xing1 #1 shang4 de #1 yu2 la #4. 
000124.wav|zhong1 zhen4 tao1 #2 yu3 #1 nv3 er2 #2 qian1 shou3 #1 guang4 jie1 #4. 
000125.wav|yi1 ceng2 #2 ke3 yi3 zhong3 #2 hua1 hua1 #1 cao3 cao3 #4. 
000126.wav|mei3 jia1 #1 zuo1 fang #2 sun3 shi1 you3 #2 yi1 er4 #1 shi2 wan4 yuan2 #4. 
000127.wav|ta1 #2 mian4 rong2 #1 qiao2 cui4 #3, you4 tui3 #1 you3 xie1 #1 que2 guai3 #4. 
000128.wav|jiu4 jiu4 #2 zhi3 #1 zhang1 shao2 han2 #2 ou1 qin1 #4. 
000129.wav|fa3 yuan4 #2 zhun3 xu3 #2 he2 tong2 #1 jie3 chu2 #4. 
000130.wav|ling4 wai4 #3, wo1 an4 #1 chuan4 an4 duo1 #3 ye3 #1 you2 wei4 #1 tu1 chu1 #4. 
000131.wav|gao3 xie1 #2 lin2 ye4 #1 ji1 xie4 #1 zhu3 ye4 #1 yi3 wai4 de #1 pian1 ye4 ne #4? 
000132.wav|mian2 hua1 #1 shou1 gou4 #2 ye3 zao1 #1 you2 zi1 #2 e4 xing4 #1 chao3 zuo4 #4. 
000133.wav|gu3 yong3 qiang1 #3 yi3 #2“ jun1 bi4 #1 gai1 xia4 #4”. 
000134.wav|ta1 #2 you4 ku1 #1 you4 nao4 #3, hai2 na2 dao1 #2 chuo1 lai2 #1 chuo1 qu4 #4. 
000135.wav|zai4 #1 fang4 xia4 #2 qing1 sao3 #1 ji1 hou4 #3, wan4 qing4 liang2 #2 gai3 yong4 #1 sao4 zhou3 #1 zuo4 ye4 #4. 
000136.wav|ta1 #2 ang2 shou3 #1 ting3 xiong1 #2, ying2 feng1 #1 er2 li4 #3, jiong3 jiong3 #1 you3 shen2 de #1 shuang1 mu4 #3 tiao4 wang4 #1 qian2 fang1 #4. 
000137.wav|er2 #2 zhang1 mao2 #2 ri4 qian2 #1 ye3 xuan1 bu4 #2 yu3 #1 wai4 ji2 #1 nan2 you3 #1 ding4 hun1 #4. 
000138.wav|men2 luo2 #1 deng1 ta3 yuan3 #3, ku1 mu4 #2 qu3 quan2 yao2 #4. 
000139.wav|ni3 #1 wu2 yu3 #2 wo3 hen3 #1 xian2 di1 lei1 #4. 
000140.wav|wen4 ti2 #1 niu2 rou4 #2 ju4 xin4 #2 yuan2 zi4 #1 yi1 jia1 #2 luo2 ma3 ni2 ya4 #1 tu2 zai3 chang3 #4. 
000141.wav|a1 er3 wa3 lei2 si1 #2 yi1 yan2 #1 xing2 shi4 #4. 
000142.wav|zhi3 yuan4 #1 cang1 tian1 #2 xiang1 zhao4 ying4 #3, liu2 de2 #1 qing2 yi4 #3 bi3 #1 jin3 cui4 #4. 
000143.wav|wan3 zhi1 #2 tiao1 xuan3 #1 nan2 you3 #2 zui4 pa4 #1 wu2 qu4 #4. 
000144.wav|tan3 ta3 wei2 #2 he2 an1 nan2 #3 bei4 #1 ren4 ming4 wei4 #2 zong3 tong3 #1 gu4 wen4 #4. 
000145.wav|xiao3 zhen1 #2 yi1 bian1 #1 yong4 #1 zhi3 jin1 #2 an4 ya1 #1 zhi3 xue4 #3, yi1 bian1 #2 you4 #1 kai1 shi3 #2 di1 sheng1 #1 chuai4 qi4 #4. 
000146.wav|qiu1 shao2 zhi4 #1 yin1 ci3 #2 bei4 #1 wai4 jie4 #1 feng3 ci4 shi4 #3“ e4 yu2 tou2 #2, lao3 chen4 di3 #4”. 
000147.wav|hua1 duo3 ti3 #2 yin3 fa1 #1 wang3 you3 #2 re4 yi4 #1 xiao4 fang3 #4. 
000148.wav|xiao4 ke4 #2 zai4 #1 kong1 tiao2 chang3 #2 xie4 wan2 huo4 #3, you2 #1 yuan2 lu4 #1 fan3 hui2 #2 cun4 tan1 gang3 #4. 
000149.wav|you2 ci3 #1 qian1 chu1 #1 chou3 wen2 #3, you3 ren2 #2 xu4 yi4 #1 zai1 zang1 #2 sa4 ke1 qi2 #4. 
000150.wav|wa3 nu3 a1 tu2 #3 wei4 yu2 #2 huan2 tai4 ping2 yang2 #1 di4 zhen4 #1 duo1 fa1 dai4 #4. 
000151.wav|gan4 ba4 #1 nong2 huo2 #2 shang4 shang4 wang3 #3, zan2 ye3 #1 wan2 wan2 #2 jia3 nong2 chang3 #4. 
000152.wav|zhe4 #1 jiu4 shi4 #2 ying1 ye4 da2 #2 ying4 bao1 ruan3 #3, ruan3 #1 mai4 ying4 de #1 li3 nian4 #4. 
000153.wav|shao1 #1 hua1 ya1 #3, shao1 #1 chu2 ji1 er2 #4. 
000154.wav|zhong1 qiang1 #1 xiao3 kao3 la1 #2 sheng1 ming4 #1 chui2 wei1 #4. 
000155.wav|shou3 peng3 #1 si3 can2 #3, can2 nong2 #2 fei1 chang2 #1 ju3 sang4 #4. 
000156.wav|bu4 guo4 #2 reng2 #1 dang3 bu2 zhu4 #1 yi1 xie1 #1 yan1 min2 #2 tun1 yun2 #1 tu3 wu4 #4. 
000157.wav|qin1 peng2 #1 hao3 you3 #2 peng3 zhe #1 hua1 lan2 #2 qian2 lai2 #1 diao4 yan4 #4. 
000158.wav|jiu3 yang2 #1 dou4 jiang1 ji1 #3 wo3 #1 dao4 shi4 #1 hui4 yong4 #4. 
000159.wav|quan2 guo2 #2 yi1 gong4 you3 #2 yi4 bai3 #1 yi1 shi2 er4 suo3 #2 er4 yi1 yi1 #1 gao1 xiao4 #4. 
000160.wav|fu4 hao2 #1 luo4 ma3 #2 yuan2 yu2 #2 gui1 fan4 #1 jian1 du1 #1 que1 wei4 #3、 ni4 ai4 #1 zong4 rong2 xia4 de #1 ye3 man2 #1 sheng1 zhang3 #4. 
000161.wav|wang2 jin1 yan4 #3 zuo3 ce4 #1 lu2 gu3 #2 yan2 zhong4 #1 ao1 xian4 #4. 
000162.wav|yong4 de #1 qiang1 zhi1 #3 you3 #1 a1 ga1 qiang1 #2 he2 #1 shou3 qiang1 deng3 #4. 
000163.wav|zui4 hou4 #1 mo3 diao4 #2 kou3 jue2 #1 tuo4 mo4 #3, zuo4 niao3 #1 shou4 san4 #4. 
000164.wav|ling4 yi1 ming2 #1 yu4 nan4 zhe3 #2 qin2 ping2 feng4 #3 shi4 #1 chong2 ming2 #1 yao2 nan2 #1 cun1 ren2 #4. 
000165.wav|ying1 xiong2 #2 xiong2 niao4 bao3 #2 tong4 shi1 #1 qin1 ren2 #2 lao3 lei4 #1 zong4 heng2 #4. 
000166.wav|e2 luo2 si1 #2 gong1 che1 #1 lan4 yong4 #2 lv3 zao1 #1 peng1 ji1 #4. 
000167.wav|ban4 hao3 #2 zhong1 guo2 #1 pu3 fa3 wang3 #2 ying1 wen2 wang3 #4. 
000168.wav|wo3 ma1 #2 xiao4 wo3 sha3 #3, wo3 ma1 #2 xiao4 wo3 han1 #4. 
000169.wav|chi1 ge4 #1 tian2 tong3 #2 jiang4 #1 jiang4 wen1 ba #4. 
000170.wav|yan4 ya4 ya4 #1 you2 hua4 #1 zuo4 pin3 #2“ nai3 nai3 #4”. 
000171.wav|zai4 #1 yin3 qiao2 #1 shang4 pao3 #2 hen3 #1 wei1 xian3 #4. 
000172.wav|hu2 xing4 er2 #2 sheng4 zhuang1 #1 da3 ban4 #3, yu3 #1 liu2 qing1 yun2 #2 xian4 shen1 #2 wei1 ni2 si1 #1 ying3 zhan3 #4. 
000173.wav|yang2 kai3 #2 ku3 xiao4 zhe #3, ji4 xu4 #1 wang3 jia1 “ nuo2 #4”. 
000174.wav|yue1 #1 liang3 wan4 #1 ling2 #1 liang3 bai3 ren2 #1 shou4 ying3 xiang3 #4. 
000175.wav|ni3 zhan1 #1 wo3 de guang1 #1 ye3 gou4 qiang4 #4. 
000176.wav|a1 mo4 #1 she3 mu3 #3 wei4 yu2 #1 shou3 du1 #2 lun2 dun1 #1 yi3 xi1 #4. 
000177.wav|gen3 qi2 zhi3 #3, zhi3 qi2 #1 suo3 ye3 #4. 
000178.wav|er2 #2 she4 an4 #1 bei4 bu3 #1 nv3 yi2 fan4 #1 xing4 huang2 #4. 
000179.wav|nuan3 nuan3 #2 ye3 #1 yue4 lai2 yue4 #1 ni4 fan3 le #4. 
000180.wav|ju4 #1 jie4 shao4 #3, fei1 biao1 #1 chai2 you2 #2 yi4 ban1 #1 shi4 yong4 #2 bai2 you2 liao4 #3 can4 dui4 #3 zou3 si1 #1 hong2 you2 #4. 
000181.wav|jing3 quan3 #2 xun4 lian4 #1 da4 dui4 #2 xie2 quan3 #1 xun2 jian3 #4. 
000182.wav|guang3 dong1 sheng3 #1 zheng4 xie2 #1 chang2 wei3 #2 chen2 zuan3 guang1 #3 zou3 jin4 #2“ yi3 zu2 #1” ju1 suo3 #4. 
000183.wav|zhu1 lei4 #1 xia4 luo4 #2 qing2 sa3 #1 kong1 chuang2 #4. 
000184.wav|qiang1 guan3 #1 nong4 qing2 #2, ling2 ge1 #1 fan4 ye4 #3, xi1 xi1 #2 diao4 sou3 #1 lian2 wa2 #4. 
000185.wav|yang2 hong2 quan2 #2 shi4 #1 tian2 ba4 zhen4 #2 wa1 hang1 cun1 #1 cun1 min2 #4. 
000186.wav|zai4 #1 shi1 gong1 zhong1 #3 wu2 fa3 yong4 #1 hang1 ji1 #1 nian3 ya4 #4. 
000187.wav|bei1 tie4 #3、 fa3 tie4 #3、 zi4 tie4 #3、 hua4 tie4 de #1 tie1 #3 yu3 #1 tao1 tie4 de #1 tie4 #2 dou1 nian4 tie4 #4. 
000188.wav|mei2 zuo4 xiang1 #2 yi4 wei4 zhe #2 mei2 jiao4 yang3 #3, ru3 mo4 #1 zu3 zong1 #4. 
000189.wav|wen2 shi4 #2 yi3 #1 xi4 sheng2 wen2 #1 wei2 zhu3 #3, hai2 you3 #2 jiao1 cuo4 #1 sheng2 wen2 #3、 xian2 wen2 #3、 chuo1 ci4 wen2 deng3 #4. 
000190.wav|dai3 tu2 men #2 lun1 zhe #1 guan3 zi #2 you4 da3 #1 you4 ci4 #3, ji2 yu2 #2 zhi4 ren2 #1 yu2 si3 di4 #4. 
000191.wav|da4 gua4 che1 #1 jia4 shi3 yuan2 #2 liu2 wei4 dong1 #3 you4 jiao3 #2 bei4 #1 si3 si3 #1 ka3 zhu4 #2 wu2 fa3 #1 dong4 tan #4. 
000192.wav|wen1 ling3 shi4 #2 lan2 kong3 que4 #1 you4 shi1 #2 yan2 yan4 hong2 de #2“ nve4 tong2 #1” xing2 wei2 #4. 
000193.wav|qie3 you3 #2 que4 qie4 #1 cai2 liao4 #1 wei4 zheng4 #4. 
